-0.0086469396500648 -0.0026698938824881 179.9508657506249000 -0.0049622970275660 -30.1066728037922040 -0.0012923686090537 0.6112095429588136  1.8845381438579747 400.2270001390844500
-0.0071197629198251 -0.0026206612956748 179.9421572713607700 -0.0012628100955691 -30.1060506797002570 -0.0012532043466495 0.6112048348228876  1.8845381493154845 400.2239384683941800
-0.0066335302634637 -0.0008187703850164 179.9418063805535700 -0.0017277528715238 -30.1064549006624770 -0.0011263707338546 0.6112001198819981  1.8845381549235380 400.2208972276584400
-0.0051987971497089 0.0006045563158361 179.9385822694274900 -0.0026507584913779 -30.1056712871922550 -0.0009425586644721 0.6111954123938945  1.8845381608052716 400.2187395975659000
-0.0056635201646738 0.0031617786546273 179.9388307965092800 -0.0038465225609441 -30.1057680747005170 -0.0008744409021669 0.6111906971653701  1.8845381667895231 400.2160990066775000
-0.0071585488907389 0.0017152311015356 179.9388052294467300 -0.0054270976305561 -30.1092727837846110 -0.0008130045112286 0.6111859589223905  1.8845381730814392 400.2121295328709600
-0.0075274775575686 0.0004830580600696 179.9375870512103600 -0.0067247846188053 -30.1066740074477930 -0.0007286449349409 0.6111812672710077  1.8845381788936912 400.2092427854535100
-0.0039035938635803 0.0023844570872088 179.9417802204318100 -0.0082175961759035 -30.1092642675891500 -0.0006283036269195 0.6111765361762344  1.8845381847938134 400.2071540124657600
-0.0035714577896600 -0.0002161400307728 179.9408118940577900 -0.0094488681264451 -30.1087939437987230 -0.0005255871078055 0.6111718267117677  1.8845381904946554 400.2057873575521400
-0.0038793221869801 0.0011558287230844 179.9406082128724300 -0.0105314788423938 -30.1104539898499010 -0.0004395488792116 0.6111670985224862  1.8845381964485290 400.2037299546635700
